DAFTAR SATUAN PENDIDIKAN JENJANG SMA,,,,,,,,,,,,,,,,
TAHUN AJARAN 2024/2025,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
NAMA SEKOLAH,NPSN,BENTUK,NAMA DUSUN,DESA/KELURAHAN,KECAMATAN,KABUPATEN,PROVINSI,KODE POS,LINTANG,BUJUR,STATUS,AKREDITASI,SUMBER LISTRIK,AKSES INTERNET,SUMBER AIR,KECUKUPAN AIR
SMAS MUHAMMADIYAH 1,20219807,SMA,-,Malabar,Kec. Lengkong,Kota Bandung,Prov. Jawa Barat,40262,-6.912700000000,107.580400000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS MUHAMMADIYAH 2,20219806,SMA,-,Antapani Kidul,Kec. Antapani,Kota Bandung,Prov. Jawa Barat,40291,-6.917600000000,107.655200000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS MUHAMMADIYAH 3,20219805,SMA,-,Turangga,Kec. Lengkong,Kota Bandung,Prov. Jawa Barat,40264,-6.932800000000,107.624200000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS MUHAMMADIYAH 4,20219804,SMA,-,Palasari,Kec. Cibiru,Kota Bandung,Prov. Jawa Barat,40615,-6.915500000000,107.717900000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS MUTIARA 1,20219801,SMA,-,Garuda,Kec. Andir,Kota Bandung,Prov. Jawa Barat,40184,-6.907900000000,107.577800000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS MUTIARA 2 BANDUNG,20219787,SMA,cibeurem,CAMPAKA,Kec. Andir,Kota Bandung,Prov. Jawa Barat,40184,-6.914100000000,107.581600000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMAS MUTIARA BUNDA,20258092,SMA,-,Sukamiskin,Kec. Arcamanik,Kota Bandung,Prov. Jawa Barat,40293,-6.909200000000,107.669400000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS NASIONAL,20247286,SMA,-,Sekeloa,Kec. Coblong,Kota Bandung,Prov. Jawa Barat,40134,-6.890300000000,107.626600000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS NUGRAHA BANDUNG,20219786,SMA,-,Ciseureuh,Kec. Regol,Kota Bandung,Prov. Jawa Barat,40255,-6.951300000000,107.611500000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS NUSANTARA,20219785,SMA,Kopo,Kopo,Kec. Bojong Loa Kaler,Kota Bandung,Prov. Jawa Barat,40233,-6.941900000000,107.592000000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS NUSANTARA 1,20219771,SMA,-,Ledeng,Kec. Cidadap,Kota Bandung,Prov. Jawa Barat,40143,-6.864500000000,107.594300000000,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup
SMAS PAHLAWAN TOHA,20219770,SMA,-,Suka Asih,Kec. Bojong Loa Kaler,Kota Bandung,Prov. Jawa Barat,40233,-6.936300000000,107.592300000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS PASUNDAN 1 BANDUNG,20219767,SMA,Balonggede,Balong Gede,Kec. Regol,Kota Bandung,Prov. Jawa Barat,40251,-6.923700000000,107.607500000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS PASUNDAN 2 BANDUNG,20219766,SMA,Cihampelas,Cipaganti,Kec. Coblong,Kota Bandung,Prov. Jawa Barat,40131,-6.890400000000,107.604100000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS PASUNDAN 3 BANDUNG,20219765,SMA,Kebon Jati,KEBON JERUK,Kec. Andir,Kota Bandung,Prov. Jawa Barat,40181,-6.916200000000,107.601000000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS PASUNDAN 4 BANDUNG,20219764,SMA,-,Cijerah,Kec. Bandung Kulon,Kota Bandung,Prov. Jawa Barat,40213,-6.915600000000,107.570400000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS PASUNDAN 5 BANDUNG,20219763,SMA,Sarijadi,Sarijadi,Kec. Sukasari,Kota Bandung,Prov. Jawa Barat,40151,-6.879500000000,107.578900000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMAS PASUNDAN 7 BANDUNG,20219773,SMA,-,Kebon Jeruk,Kec. Andir,Kota Bandung,Prov. Jawa Barat,40181,-6.916200000000,107.601000000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS PASUNDAN 8 BANDUNG,20219774,SMA,-,Cipaganti,Kec. Coblong,Kota Bandung,Prov. Jawa Barat,40131,-6.891000000000,107.604100000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS PASUNDAN 9 BANDUNG,20253086,SMA,-,Kopo,Kec. Bojong Loa Kaler,Kota Bandung,Prov. Jawa Barat,40233,-6.942500000000,107.585100000000,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup
SMAS PELITA BANGSA,20219784,SMA,-,Karasak,Kec. Astanaanyar,Kota Bandung,Prov. Jawa Barat,40243,-6.942413000000,107.607858000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS PGRI 1 BANDUNG,20219780,SMA,Sukagalih,Sukagalih,Kec. Sukajadi,Kota Bandung,Prov. Jawa Barat,40163,-6.891800000000,107.590000000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS PGRI 2,20219779,SMA,-,MARGASARI,Kec. Buahbatu,Kota Bandung,Prov. Jawa Barat,40286,-6.952000000000,107.647300000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS PGRI 3,20265521,SMA,-,Cigending,Kec. Ujungberung,Kota Bandung,Prov. Jawa Barat,40611,-6.911100000000,107.692300000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS PLUS AL GHIFARI BANDUNG,20219776,SMA,CISANTEN KULON,Cisaranten Kulon,Kec. Arcamanik,Kota Bandung,Prov. Jawa Barat,40293,-6.922000000000,107.685700000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS PLUS MUTHAHHARI,20219775,SMA,-,Babakan Sari,Kec. Kiaracondong,Kota Bandung,Prov. Jawa Barat,40283,-6.923100000000,107.650700000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS PLUS PARIWISATA,20265522,SMA,-,Cibaduyut Kidul,Kec. Bojong Loa Kidul,Kota Bandung,Prov. Jawa Barat,40239,-6.958400000000,107.591400000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS PMB,20219762,SMA,-,Sindang Jaya,Kec. Mandalajati,Kota Bandung,Prov. Jawa Barat,40195,-6.903500000000,107.680300000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS PRIBADI,20253836,SPK SMA,,Neglasari,Kec. Cibeunying Kaler,Kota Bandung,Prov. Jawa Barat,40124,-6.899200000000,107.640500000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMAS PURAGABAYA,20219521,SMA,-,Sukabungah,Kec. Sukajadi,Kota Bandung,Prov. Jawa Barat,40162,-6.895800000000,107.592200000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS RAJAWALI,20219267,SMA,-,Ciroyom,Kec. Andir,Kota Bandung,Prov. Jawa Barat,40182,-6.913200000000,107.583800000000,SWASTA,B,Ada,Ada,Sumur tidak terlindungi,Kurang
SMAS REHOBOTH,20219793,SMA,-,Balong Gede,Kec. Regol,Kota Bandung,Prov. Jawa Barat,40215,-6.925200000000,107.605800000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS SEBELAS MARET,20219261,SMA,-,Ciseureuh,Kec. Regol,Kota Bandung,Prov. Jawa Barat,40255,-6.947200000000,107.611400000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS ST ANGELA,20219266,SMA,Babakan Ciamis,Babakan Ciamis,Kec. Sumur Bandung,Kota Bandung,Prov. Jawa Barat,40117,-6.912600000000,107.611000000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS ST MARIA 1 BANDUNG,20219265,SMA,-,Cihapit,Kec. Bandung Wetan,Kota Bandung,Prov. Jawa Barat,40114,-6.911400000000,107.631500000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS SUMATRA 40-1,20247281,SMA,-,Cihaurgeulis,Kec. Cibeunying Kaler,Kota Bandung,Prov. Jawa Barat,40122,-6.900100000000,107.633700000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS SWADAYA BANDUNG,20219259,SMA,-,Jamika,Kec. Bojong Loa Kaler,Kota Bandung,Prov. Jawa Barat,40231,-6.926200000000,107.588100000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS TAMAN SISWA BANDUNG,20219268,SMA,-,Malabar,Kec. Lengkong,Kota Bandung,Prov. Jawa Barat,40262,-6.928800000000,107.620300000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Kurang
SMAS TARUNA BAKTI,20219269,SMA,-,Citarum,Kec. Bandung Wetan,Kota Bandung,Prov. Jawa Barat,40115,-6.906200000000,107.618700000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS TRI MULIA,20219792,SMA,-,Pajajaran,Kec. Cicendo,Kota Bandung,Prov. Jawa Barat,40173,-6.896200000000,107.589400000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS TRINITAS BANDUNG,20219279,SMA,-,Ciroyom,Kec. Andir,Kota Bandung,Prov. Jawa Barat,40182,-6.916700000000,107.593000000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS YAHYA,20219791,SMA,-,Citarum,Kec. Bandung Wetan,Kota Bandung,Prov. Jawa Barat,40115,-6.905500000000,107.618000000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS YAS BANDUNG,20219277,SMA,,Sukapada,Kec. Cibeunying Kidul,Kota Bandung,Prov. Jawa Barat,40125,-6.900760200000,107.646821100000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS YPI,20219274,SMA,Pamoyanan,Pamoyanan,Kec. Cicendo,Kota Bandung,Prov. Jawa Barat,40173,-6.901600000000,107.595300000000,SWASTA,B,Ada,Ada,Pompa,Cukup
SMAS YPKKP BANDUNG,20219273,SMA,-,Cijerah,Kec. Bandung Kulon,Kota Bandung,Prov. Jawa Barat,40213,-6.927300000000,107.565400000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS YPS,20219275,SMA,-,Kebon Lega,Kec. Bojong Loa Kidul,Kota Bandung,Prov. Jawa Barat,40235,-6.950200000000,107.587800000000,SWASTA,B,Ada,Ada,Pompa,Kurang
SMAS YWKA,20219272,SMA,-,Garuda,Kec. Andir,Kota Bandung,Prov. Jawa Barat,40184,-6.914000000000,107.576000000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAN 1 BANJAR,20225279,SMA,PARUNGLESANG,Banjar,Kec. Banjar,Kota Banjar,Prov. Jawa Barat,46311,-7.371295000000,108.526683000000,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup
SMAN 2 BANJAR,20225280,SMA,SUKAHURIP,Langensari,Kec. Langensari,Kota Banjar,Prov. Jawa Barat,46341,-7.350700000000,108.636100000000,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup
SMAN 3 BANJAR,20225278,SMA,Banjarkolot,Banjar,Kec. Banjar,Kota Banjar,Prov. Jawa Barat,46311,-7.371153000000,108.525928000000,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS AL AZHAR,20225276,SMA,Citangkolo,Kujangsari,Kec. Langensari,Kota Banjar,Prov. Jawa Barat,46324,-7.384700000000,108.603200000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMA NEGERI 20 KOTA BEKASI,69952197,SMA,Kaliabang Ceger,Harapan Jaya,Kec. Bekasi Utara,Kota Bekasi,Prov. Jawa Barat,17124,-6.200900000000,106.990100000000,NEGERI,B,Ada,Ada,Sumur terlindungi,Cukup
SMA NEGERI 21 KOTA BEKASI,69950346,SMA,Jatirasa,Jatimakmur,Kec. Pondokgede,Kota Bekasi,Prov. Jawa Barat,17423,-6.301500000000,106.971700000000,NEGERI,B,Ada,Ada,Pompa,Cukup
SMAN 1 BEKASI,20223020,SMA,-,Bekasi Jaya,Kec. Bekasi Timur,Kota Bekasi,Prov. Jawa Barat,17112,-6.226800000000,107.011000000000,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup
SMAN 10 BEKASI,20223019,SMA,-,Pejuang,Kec. Medan Satria,Kota Bekasi,Prov. Jawa Barat,17131,-6.176100000000,106.981100000000,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup
SMAN 11 BEKASI,20223032,SMA,Jatisari,Jatisari,Kec. Jatiasih,Kota Bekasi,Prov. Jawa Barat,17426,-6.343700000000,106.939900000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 12 BEKASI,20231718,SMA,kranji,Kranji,Kec. Bekasi Barat,Kota Bekasi,Prov. Jawa Barat,17135,-6.222400000000,106.972700000000,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup
SMAN 13 BEKASI,20231719,SMA,-,Pengasinan,Kec. Rawalumbu,Kota Bekasi,Prov. Jawa Barat,17115,-6.268100000000,107.004900000000,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup
SMAN 14 BEKASI,20231720,SMA,Kaliabang Tengah,Kaliabang Tengah,Kec. Bekasi Utara,Kota Bekasi,Prov. Jawa Barat,17125,-6.197100000000,107.008600000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 15 BEKASI,20252519,SMA,ciketingudik,Ciketingudik,Kec. Bantargebang,Kota Bekasi,Prov. Jawa Barat,17153,-6.348800000000,106.979800000000,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup
SMAN 16 BEKASI,20275048,SMA,-,Jatimelati,Kec. Pondok Melati,Kota Bekasi,Prov. Jawa Barat,17413,-6.310700000000,106.931600000000,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup
SMAN 17 BEKASI,20276429,SMA,-,Jaka Mulya,Kec. Bekasi Selatan,Kota Bekasi,Prov. Jawa Barat,17146,-6.270300000000,106.963800000000,NEGERI,A,Ada,Ada,Pompa,Tidak ada
SMAN 18 BEKASI,69760562,SMA,-,Aren Jaya,Kec. Bekasi Timur,Kota Bekasi,Prov. Jawa Barat,17111,-6.237600000000,107.036000000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 19 KOTA BEKASI,69972531,SMA,Padurenan,Padurenan,Kec. Mustika Jaya,Kota Bekasi,Prov. Jawa Barat,17156,-6.310500000000,106.999700000000,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup
SMAN 2 BEKASI,20223033,SMA,KAYURINGIN JAYA,Kayuringin Jaya,Kec. Bekasi Selatan,Kota Bekasi,Prov. Jawa Barat,17144,-6.240700000000,106.991300000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 22 KOTA BEKASI,69973604,SMA,Bantargebang,Cikiwul,Kec. Bantargebang,Kota Bekasi,Prov. Jawa Barat,17151,-6.336500000000,106.991300000000,NEGERI,B,Ada,Ada,Ledeng/PAM,Cukup
SMAN 3 BEKASI,20223046,SMA,Pekayon Jaya,Pekayon Jaya,Kec. Bekasi Selatan,Kota Bekasi,Prov. Jawa Barat,17148,-6.266000000000,106.975200000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 4 BEKASI,20223045,SMA,-,Harapan Jaya,Kec. Bekasi Utara,Kota Bekasi,Prov. Jawa Barat,17124,-6.213400000000,106.983200000000,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup
SMAN 5 BEKASI,20223044,SMA,Gamprit,Jatiwaringin,Kec. Pondokgede,Kota Bekasi,Prov. Jawa Barat,17411,-6.273800000000,106.922200000000,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup
SMAN 6 BEKASI,20223043,SMA,-,Jatirasa,Kec. Jatiasih,Kota Bekasi,Prov. Jawa Barat,17423,-6.281100000000,106.973900000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 7 BEKASI,20223042,SMA,Kranggan,Jatisampurna,Kec. Jati Sampurna,Kota Bekasi,Prov. Jawa Barat,17433,-6.366500000000,106.921500000000,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup
SMAN 8 BEKASI,20223041,SMA,-,Pekayon Jaya,Kec. Bekasi Selatan,Kota Bekasi,Prov. Jawa Barat,17148,-6.265800000000,106.982400000000,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup
SMAN 9 BEKASI,20223040,SMA,Mustika Jaya,Mustika Jaya,Kec. Mustika Jaya,Kota Bekasi,Prov. Jawa Barat,17158,-6.294900000000,107.030700000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMA ALEXANDRIA ISLAMIC SCHOOL,69893852,SMA,,Pengasinan,Kec. Rawalumbu,Kota Bekasi,Prov. Jawa Barat,,-6.280793000000,107.003340000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMA Al-Mubaarok,70028846,SMA,Jatiasih,Jatirasa,Kec. Jatiasih,Kota Bekasi,Prov. Jawa Barat,17424,-6.285400000000,106.969800000000,SWASTA,Belum Akreditasi,Ada,Ada,Pompa,Kurang
SMA BINA NUSANTARA BEKASI,69989441,SPK SMA,,Padurenan,Kec. Mustika Jaya,Kota Bekasi,Prov. Jawa Barat,17156,-6.325400000000,106.990700000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMA GALAJUARA,69856209,SMA,Kaliabang Tengah,Kaliabang Tengah,Kec. Bekasi Utara,Kota Bekasi,Prov. Jawa Barat,17125,-6.178900000000,106.999500000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMA HIGHFIELD,70026922,SMA,,Bojong Menteng,Kec. Rawalumbu,Kota Bekasi,Prov. Jawa Barat,17117,-6.296100000000,106.993200000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMA INKLUSI SCHOOL OF HUMAN,69966915,SMA,Kranggan,Jatisampurna,Kec. Jati Sampurna,Kota Bekasi,Prov. Jawa Barat,17433,-6.368011000000,106.920407000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMA Intelligentsia Nurul Ilmi Secondary School,70027929,SMA,,Mustika Sari,Kec. Mustika Jaya,Kota Bekasi,Prov. Jawa Barat,17157,-6.299600000000,107.003800000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMA ISLAM AL-AZHAR 8,69774555,SMA,-,Marga Mulya,Kec. Bekasi Utara,Kota Bekasi,Prov. Jawa Barat,17142,-6.209700000000,107.013000000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMA ISLAM AL-FAJAR,69886285,SMA,,Jatirasa,Kec. Jatiasih,Kota Bekasi,Prov. Jawa Barat,17424,-6.303400000000,106.969100000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMA IT AL MUCHTAR,69856205,SMA,,Perwira,Kec. Bekasi Utara,Kota Bekasi,Prov. Jawa Barat,17122,-6.202600000000,107.014100000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMA IT INSAN MANDIRI,69856206,SMA,Kalimanggis,Jatikarya,Kec. Jati Sampurna,Kota Bekasi,Prov. Jawa Barat,17435,-6.379900000000,106.912600000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMA IT NUR HIKMAH,70046555,SMA,,Jatimelati,Kec. Pondok Melati,Kota Bekasi,Prov. Jawa Barat,17413,0.000000000000,0.000000000000,SWASTA,Belum Akreditasi,Ada,Ada,Pompa,Cukup
SMA KRISTEN PENABUR SUMMARECON BEKASI,69870886,SMA,Kp. Teluk Buyung,Marga Mulya,Kec. Bekasi Utara,Kota Bekasi,Prov. Jawa Barat,17142,-6.227300000000,107.005200000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMA KRISTEN SAINT JOHN,69864697,SMA,Medan Satria,Medan Satria,Kec. Medan Satria,Kota Bekasi,Prov. Jawa Barat,17131,-6.208198000000,106.977053000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMA MUHAMMADIYAH 9 BEKASI,20223071,SMA,Kelurahan Bekasi Jaya,Bekasi Jaya,Kec. Bekasi Timur,Kota Bekasi,Prov. Jawa Barat,17112,-6.236900000000,107.007600000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMA PAPAN RAUDHOTUL JANNAH,70033727,SMA,,Jatiluhur,Kec. Jatiasih,Kota Bekasi,Prov. Jawa Barat,17425,-6.314700000000,106.953700000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMA PERGURUAN ADVENT XIV BEKASI,69947164,SMA,Margahayu,Margahayu,Kec. Bekasi Timur,Kota Bekasi,Prov. Jawa Barat,17113,-6.256700000000,107.013000000000,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup
SMA PGRI 2 KOTA BEKASI,20231724,SMA,"PERUMAHAN TYTYAN KENCANA, Kel. Margamulya, Kec. Bekasi Utara",Marga Mulya,Kec. Bekasi Utara,Kota Bekasi,Prov. Jawa Barat,17142,-6.221000000000,107.004300000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMA QUANTUM INDONESIA,69856208,SMA,Cimatis,Jatikarya,Kec. Jati Sampurna,Kota Bekasi,Prov. Jawa Barat,17435,-6.390949000000,106.920120000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMA Royal Wells High School,69759856,SMA,Kampung Dua,Jaka Sampurna,Kec. Bekasi Barat,Kota Bekasi,Prov. Jawa Barat,17145,-6.231400000000,106.982300000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMA SANTA LUSIA BEKASI,69950694,SMA,,Pengasinan,Kec. Rawalumbu,Kota Bekasi,Prov. Jawa Barat,17115,-6.286857900000,106.999887200000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMA STRADA BHAKTI WIYATA,70006118,SMA,kranji,Kranji,Kec. Bekasi Barat,Kota Bekasi,Prov. Jawa Barat,17135,-6.232700000000,106.969300000000,SWASTA,A,Ada,Ada,Mata air terlindungi,Cukup
SMA SULTHON AULIA BOARDING SCHOOL,69830492,SMA,Jati Cempaka,Jaticempaka,Kec. Pondokgede,Kota Bekasi,Prov. Jawa Barat,17411,-6.261600000000,106.904800000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMA TAHFIZH NURJAMILAH,69900732,SMA,Kranji,Kranji,Kec. Bekasi Barat,Kota Bekasi,Prov. Jawa Barat,17135,-6.234000000000,106.971100000000,SWASTA,B,Ada,Ada,Pompa,Cukup
SMA TRENMATIKA,70015925,SMA,Jatibening Baru,Jatibening,Kec. Pondokgede,Kota Bekasi,Prov. Jawa Barat,17412,0.000000000000,0.000000000000,SWASTA,B,Ada,Ada,Pompa,Cukup
SMA UNITY SCHOOL,69873998,SMA,Jakasetia,Jaka Setia,Kec. Bekasi Selatan,Kota Bekasi,Prov. Jawa Barat,17147,-6.269500000000,106.966800000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAIT ALMARJAN,69820147,SMA,Jatikramat,Jatikramat,Kec. Jatiasih,Kota Bekasi,Prov. Jawa Barat,17421,-6.281000000000,106.939900000000,SWASTA,B,Ada,Ada,Pompa,Cukup
SMAS AL IHSAN,20223059,SMA,,Kayuringin Jaya,Kec. Bekasi Selatan,Kota Bekasi,Prov. Jawa Barat,17144,-6.246300000000,106.986700000000,SWASTA,B,Ada,Ada,Pompa,Cukup
SMAS AL MUHADJIRIN,20223060,SMA,-,Aren Jaya,Kec. Bekasi Timur,Kota Bekasi,Prov. Jawa Barat,17111,-6.297200000000,106.932200000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS ANANDA,20231704,SMA,-,Duren Jaya,Kec. Bekasi Timur,Kota Bekasi,Prov. Jawa Barat,17111,-6.233200000000,107.021900000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS AR RIDWAN,20252515,SMA,Kp. Pedurenan,Jatiluhur,Kec. Jatiasih,Kota Bekasi,Prov. Jawa Barat,17425,-6.316800000000,106.952100000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS ATTAQWA,20223058,SMA,-,Pejuang,Kec. Medan Satria,Kota Bekasi,Prov. Jawa Barat,17131,-6.197400000000,106.987500000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS BANI SALEH,20252595,SMA,-,Bekasi Jaya,Kec. Bekasi Timur,Kota Bekasi,Prov. Jawa Barat,17112,-6.245700000000,107.011700000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS BINA SISWA UTAMA,20223057,SMA,-,Kota Baru,Kec. Bekasi Barat,Kota Bekasi,Prov. Jawa Barat,17139,-6.209600000000,106.969100000000,SWASTA,B,Ada,Ada,Pompa,Cukup
SMAS BINA TUNGGAL,20252521,SMA,-,Medan Satria,Kec. Medan Satria,Kota Bekasi,Prov. Jawa Barat,17132,-6.209700000000,106.977200000000,SWASTA,B,Ada,Ada,Pompa,Cukup
SMAS CINDERA MATA,20252516,SMA,-,Pejuang,Kec. Medan Satria,Kota Bekasi,Prov. Jawa Barat,17131,-6.173900000000,106.978400000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS DARUT TAUBAH,20251864,SMA,-,Harapan Jaya,Kec. Bekasi Utara,Kota Bekasi,Prov. Jawa Barat,17124,-6.214000000000,106.985800000000,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup
SMAS DAYA UTAMA,20252514,SMA,mustikajaya,Mustika Jaya,Kec. Mustika Jaya,Kota Bekasi,Prov. Jawa Barat,17158,-6.298100000000,107.032600000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS DHARMA PUTRA ADVENT,69759206,SMA,Jakasampurna,Jaka Sampurna,Kec. Bekasi Barat,Kota Bekasi,Prov. Jawa Barat,17145,-6.238400000000,106.969800000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS FLORA,20231709,SMA,-,Harapan Jaya,Kec. Bekasi Utara,Kota Bekasi,Prov. Jawa Barat,17125,-6.173855900000,107.004223800000,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup
SMAS FUTURE GATE,20280604,SMA,Jatiasih,Jatiasih,Kec. Jatiasih,Kota Bekasi,Prov. Jawa Barat,17423,-6.285100000000,106.966600000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS GALATIA,20223054,SMA,kota bekasi,Pejuang,Kec. Medan Satria,Kota Bekasi,Prov. Jawa Barat,17131,-6.192900000000,106.996000000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS GEMA ISLAMI,20253245,SMA,-,Jatikramat,Kec. Jatiasih,Kota Bekasi,Prov. Jawa Barat,17421,-6.314200000000,106.958000000000,SWASTA,B,Ada,Ada,Pompa,Cukup
SMAS GLOBAL PERSADA MANDIRI,69774554,SMA,Bekasi Jaya,Bekasi Jaya,Kec. Bekasi Timur,Kota Bekasi,Prov. Jawa Barat,17112,-6.224400000000,107.017600000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS GLOBAL PRESTASI,20246730,SPK SMA,Kampung Dua Jakasampurna,Jaka Sampurna,Kec. Bekasi Barat,Kota Bekasi,Prov. Jawa Barat,17145,-6.248700000000,106.961700000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Kurang
SMAS HANDAYANI,20223053,SMA,Pondok Ranggon,Jatimurni,Kec. Pondok Melati,Kota Bekasi,Prov. Jawa Barat,17431,-6.341900000000,106.923300000000,SWASTA,C,Ada,Ada,Sumur terlindungi,Cukup
